"snrdB","cl","pr"
"14857",10,"5","5"
"14858",10,"5","5"
"14859",10,"5","5"
"14860",10,"5","5"
"14861",10,"5","5"
"14862",10,"5","5"
"14863",10,"5","5"
"14864",10,"5","5"
"14865",10,"5","5"
"14866",10,"5","5"
"14867",10,"5","5"
"14868",10,"5","5"
"14869",10,"5","5"
"14870",10,"5","5"
"14871",10,"5","5"
"14872",10,"5","5"
"14873",10,"5","5"
"14874",10,"5","5"
"14875",10,"5","5"
"14876",10,"5","5"
"14877",10,"5","5"
"14878",10,"5","5"
"14879",10,"5","5"
"14880",10,"5","5"
"14881",10,"5","5"
"14882",10,"5","5"
"14883",10,"5","5"
"14884",10,"5","5"
"14885",10,"5","5"
"14886",10,"5","5"
"14887",10,"5","5"
"14888",10,"5","5"
"14889",10,"5","5"
"14890",10,"5","5"
"14891",10,"5","5"
"14892",10,"5","5"
"14893",10,"5","5"
"14894",10,"5","5"
"14895",10,"5","5"
"14896",10,"5","5"
"14897",10,"5","5"
"14898",10,"5","5"
"14899",10,"5","5"
"14900",10,"5","5"
"14901",10,"5","5"
"14902",10,"5","5"
"14903",10,"5","5"
"14904",10,"5","5"
"14905",10,"5","5"
"14906",10,"5","5"
"14907",10,"5","5"
"14908",10,"5","5"
"14909",10,"5","5"
"14910",10,"5","5"
"14911",10,"5","5"
"14912",10,"5","5"
"14913",10,"5","5"
"14914",10,"5","5"
"14915",10,"5","5"
"14916",10,"5","5"
"14917",10,"5","5"
"14918",10,"5","5"
"14919",10,"5","5"
"14920",10,"5","5"
"14921",10,"5","5"
"14922",10,"5","5"
"14923",10,"5","5"
"14924",10,"5","5"
"14925",10,"5","5"
"14926",10,"5","5"
"14927",10,"5","5"
"14928",10,"5","5"
"14929",10,"5","5"
"14930",10,"5","5"
"14931",10,"5","5"
"14932",10,"5","5"
"14933",10,"5","5"
"14934",10,"5","5"
"14935",10,"5","5"
"14936",10,"5","5"
"14937",10,"5","5"
"14938",10,"5","5"
"14939",10,"5","5"
"14940",10,"5","5"
"14941",10,"5","5"
"14942",10,"5","5"
"14943",10,"5","5"
"14944",10,"5","5"
"14945",10,"5","5"
"14946",10,"5","5"
"14947",10,"5","5"
"14948",10,"5","5"
"14949",10,"5","5"
"14950",10,"5","5"
"14951",10,"5","5"
"14952",10,"5","5"
"14953",10,"5","5"
"14954",10,"5","5"
"14955",10,"5","5"
"14956",10,"5","5"
"14957",10,"5","5"
"14958",10,"5","5"
"14959",10,"5","5"
"14960",10,"5","5"
"14961",10,"5","5"
"14962",10,"5","5"
"14963",10,"5","5"
"14964",10,"5","5"
"14965",10,"5","5"
"14966",10,"5","5"
"14967",10,"5","5"
"14968",10,"5","5"
"14969",10,"5","5"
"14970",10,"5","5"
"14971",10,"5","5"
"14972",10,"5","5"
"14973",10,"5","5"
"14974",10,"5","5"
"14975",10,"5","5"
"14976",10,"5","5"
"14977",10,"5","5"
"14978",10,"5","5"
"14979",10,"5","5"
"14980",10,"5","5"
"14981",10,"5","5"
"14982",10,"5","5"
"14983",10,"5","5"
"14984",10,"5","5"
"14985",10,"5","5"
"14986",10,"5","5"
"14987",10,"5","5"
"14988",10,"5","5"
"14989",10,"5","5"
"14990",10,"5","5"
"14991",10,"5","5"
"14992",10,"5","5"
"14993",10,"5","5"
"14994",10,"5","5"
"14995",10,"5","5"
"14996",10,"5","5"
"14997",10,"5","5"
"14998",10,"5","5"
"14999",10,"5","5"
"15000",10,"5","5"
"15001",11,"5","5"
"15002",11,"5","5"
"15003",11,"5","5"
"15004",11,"5","5"
"15005",11,"5","5"
"15006",11,"5","5"
"15007",11,"5","5"
"15008",11,"5","5"
"15009",11,"5","5"
"15010",11,"5","5"
"15011",11,"5","5"
"15012",11,"5","5"
"15013",11,"5","5"
"15014",11,"5","5"
"15015",11,"5","5"
"15016",11,"5","5"
"15017",11,"5","5"
"15018",11,"5","5"
"15019",11,"5","5"
"15020",11,"5","5"
"15021",11,"5","5"
"15022",11,"5","5"
"15023",11,"5","5"
"15024",11,"5","5"
"15025",11,"5","5"
"15026",11,"5","5"
"15027",11,"5","5"
"15028",11,"5","5"
"15029",11,"5","5"
"15030",11,"5","5"
"15031",11,"5","5"
"15032",11,"5","5"
"15033",11,"5","5"
"15034",11,"5","5"
"15035",11,"5","5"
"15036",11,"5","5"
"15037",11,"5","5"
"15038",11,"5","5"
"15039",11,"5","5"
"15040",11,"5","5"
"15041",11,"5","5"
"15042",11,"5","5"
"15043",11,"5","5"
"15044",11,"5","5"
"15045",11,"5","5"
"15046",11,"5","5"
"15047",11,"5","5"
"15048",11,"5","5"
"15049",11,"5","5"
"15050",11,"5","5"
"15051",11,"5","5"
"15052",11,"5","5"
"15053",11,"5","5"
"15054",11,"5","5"
"15055",11,"5","5"
"15056",11,"5","5"
"15057",11,"5","5"
"15058",11,"5","5"
"15059",11,"5","5"
"15060",11,"5","5"
"15061",11,"5","5"
"15062",11,"5","5"
"15063",11,"5","5"
"15064",11,"5","5"
"15065",11,"5","5"
"15066",11,"5","5"
"15067",11,"5","5"
"15068",11,"5","5"
"15069",11,"5","5"
"15070",11,"5","5"
"15071",11,"5","5"
"15072",11,"5","5"
"15073",11,"5","5"
"15074",11,"5","5"
"15075",11,"5","5"
"15076",11,"5","5"
"15077",11,"5","5"
"15078",11,"5","5"
"15079",11,"5","5"
"15080",11,"5","5"
"15081",11,"5","5"
"15082",11,"5","5"
"15083",11,"5","5"
"15084",11,"5","5"
"15085",11,"5","5"
"15086",11,"5","5"
"15087",11,"5","5"
"15088",11,"5","5"
"15089",11,"5","5"
"15090",11,"5","5"
"15091",11,"5","5"
"15092",11,"5","5"
"15093",11,"5","5"
"15094",11,"5","5"
"15095",11,"5","5"
"15096",11,"5","5"
"15097",11,"5","5"
"15098",11,"5","5"
"15099",11,"5","5"
"15100",11,"5","5"
"15101",11,"5","5"
"15102",11,"5","5"
"15103",11,"5","5"
"15104",11,"5","5"
"15105",11,"5","5"
"15106",11,"5","5"
"15107",11,"5","5"
"15108",11,"5","5"
"15109",11,"5","5"
"15110",11,"5","5"
"15111",11,"5","5"
"15112",11,"5","5"
"15113",11,"5","5"
"15114",11,"5","5"
"15115",11,"5","5"
"15116",11,"5","5"
"15117",11,"5","5"
"15118",11,"5","5"
"15119",11,"5","5"
"15120",11,"5","5"
"15121",11,"5","5"
"15122",11,"5","5"
"15123",11,"5","5"
"15124",11,"5","5"
"15125",11,"5","5"
"15126",11,"5","5"
"15127",11,"5","5"
"15128",11,"5","5"
"15129",11,"5","5"
"15130",11,"5","5"
"15131",11,"5","5"
"15132",11,"5","5"
"15133",11,"5","5"
"15134",11,"5","5"
"15135",11,"5","5"
"15136",11,"5","5"
"15137",11,"5","5"
"15138",11,"5","5"
"15139",11,"5","5"
"15140",11,"5","5"
"15141",11,"5","5"
"15142",11,"5","5"
"15143",11,"5","5"
"15144",11,"5","5"
"15145",11,"5","5"
"15146",11,"5","5"
"15147",11,"5","5"
"15148",11,"5","5"
"15149",11,"5","5"
"15150",11,"5","5"
"15151",11,"5","5"
"15152",11,"5","5"
"15153",11,"5","5"
"15154",11,"5","5"
"15155",11,"5","5"
"15156",11,"5","5"
"15157",11,"5","5"
"15158",11,"5","5"
"15159",11,"5","5"
"15160",11,"5","5"
"15161",11,"5","5"
"15162",11,"5","5"
"15163",11,"5","5"
"15164",11,"5","5"
"15165",11,"5","5"
"15166",11,"5","5"
"15167",11,"5","5"
"15168",11,"5","5"
"15169",11,"5","5"
"15170",11,"5","5"
"15171",11,"5","5"
"15172",11,"5","5"
"15173",11,"5","5"
"15174",11,"5","5"
"15175",11,"5","5"
"15176",11,"5","5"
"15177",11,"5","5"
"15178",11,"5","5"
"15179",11,"5","5"
"15180",11,"5","5"
"15181",11,"5","5"
"15182",11,"5","5"
"15183",11,"5","5"
"15184",11,"5","5"
"15185",11,"5","5"
"15186",11,"5","5"
"15187",11,"5","5"
"15188",11,"5","5"
"15189",11,"5","5"
"15190",11,"5","5"
"15191",11,"5","5"
"15192",11,"5","5"
"15193",11,"5","5"
"15194",11,"5","5"
"15195",11,"5","5"
"15196",11,"5","5"
"15197",11,"5","5"
"15198",11,"5","5"
"15199",11,"5","5"
"15200",11,"5","5"
"15201",12,"5","5"
"15202",12,"5","5"
"15203",12,"5","5"
"15204",12,"5","5"
"15205",12,"5","5"
"15206",12,"5","5"
"15207",12,"5","5"
"15208",12,"5","5"
"15209",12,"5","5"
"15210",12,"5","5"
"15211",12,"5","5"
"15212",12,"5","5"
"15213",12,"5","5"
"15214",12,"5","5"
"15215",12,"5","5"
"15216",12,"5","5"
"15217",12,"5","5"
"15218",12,"5","5"
"15219",12,"5","5"
"15220",12,"5","5"
"15221",12,"5","5"
"15222",12,"5","5"
"15223",12,"5","5"
"15224",12,"5","5"
"15225",12,"5","5"
"15226",12,"5","5"
"15227",12,"5","5"
"15228",12,"5","5"
"15229",12,"5","5"
"15230",12,"5","5"
"15231",12,"5","5"
"15232",12,"5","5"
"15233",12,"5","5"
"15234",12,"5","5"
"15235",12,"5","5"
"15236",12,"5","5"
"15237",12,"5","5"
"15238",12,"5","5"
"15239",12,"5","5"
"15240",12,"5","5"
"15241",12,"5","5"
"15242",12,"5","5"
"15243",12,"5","5"
"15244",12,"5","5"
"15245",12,"5","5"
"15246",12,"5","5"
"15247",12,"5","5"
"15248",12,"5","5"
"15249",12,"5","5"
"15250",12,"5","5"
"15251",12,"5","5"
"15252",12,"5","5"
"15253",12,"5","5"
"15254",12,"5","5"
"15255",12,"5","5"
"15256",12,"5","5"
"15257",12,"5","5"
"15258",12,"5","5"
"15259",12,"5","5"
"15260",12,"5","5"
"15261",12,"5","5"
"15262",12,"5","5"
"15263",12,"5","5"
"15264",12,"5","5"
"15265",12,"5","5"
"15266",12,"5","5"
"15267",12,"5","5"
"15268",12,"5","5"
"15269",12,"5","5"
"15270",12,"5","5"
"15271",12,"5","5"
"15272",12,"5","5"
"15273",12,"5","5"
"15274",12,"5","5"
"15275",12,"5","5"
"15276",12,"5","5"
"15277",12,"5","5"
"15278",12,"5","5"
"15279",12,"5","5"
"15280",12,"5","5"
"15281",12,"5","5"
"15282",12,"5","5"
"15283",12,"5","5"
"15284",12,"5","5"
"15285",12,"5","5"
"15286",12,"5","5"
"15287",12,"5","5"
"15288",12,"5","5"
"15289",12,"5","5"
"15290",12,"5","5"
"15291",12,"5","5"
"15292",12,"5","5"
"15293",12,"5","5"
"15294",12,"5","5"
"15295",12,"5","5"
"15296",12,"5","5"
"15297",12,"5","5"
"15298",12,"5","5"
"15299",12,"5","5"
"15300",12,"5","5"
"15301",12,"5","5"
"15302",12,"5","5"
"15303",12,"5","5"
"15304",12,"5","5"
"15305",12,"5","5"
"15306",12,"5","5"
"15307",12,"5","5"
"15308",12,"5","5"
"15309",12,"5","5"
"15310",12,"5","5"
"15311",12,"5","5"
"15312",12,"5","5"
"15313",12,"5","5"
"15314",12,"5","5"
"15315",12,"5","5"
"15316",12,"5","5"
"15317",12,"5","5"
"15318",12,"5","5"
"15319",12,"5","5"
"15320",12,"5","5"
"15321",12,"5","5"
"15322",12,"5","5"
"15323",12,"5","5"
"15324",12,"5","5"
"15325",12,"5","5"
"15326",12,"5","5"
"15327",12,"5","5"
"15328",12,"5","5"
"15329",12,"5","5"
"15330",12,"5","5"
"15331",12,"5","5"
"15332",12,"5","5"
"15333",12,"5","5"
"15334",12,"5","5"
"15335",12,"5","5"
"15336",12,"5","5"
"15337",12,"5","5"
"15338",12,"5","5"
"15339",12,"5","5"
"15340",12,"5","5"
"15341",12,"5","5"
"15342",12,"5","5"
"15343",12,"5","5"
"15344",12,"5","5"
"15345",12,"5","5"
"15346",12,"5","5"
"15347",12,"5","5"
"15348",12,"5","5"
"15349",12,"5","5"
"15350",12,"5","5"
"15351",12,"5","5"
"15352",12,"5","5"
"15353",12,"5","5"
"15354",12,"5","5"
"15355",12,"5","5"
"15356",12,"5","5"
"15357",12,"5","5"
"15358",12,"5","5"
"15359",12,"5","5"
"15360",12,"5","5"
"15361",12,"5","5"
"15362",12,"5","5"
"15363",12,"5","5"
"15364",12,"5","5"
"15365",12,"5","5"
"15366",12,"5","5"
"15367",12,"5","5"
"15368",12,"5","5"
"15369",12,"5","5"
"15370",12,"5","5"
"15371",12,"5","5"
"15372",12,"5","5"
"15373",12,"5","5"
"15374",12,"5","5"
"15375",12,"5","5"
"15376",12,"5","5"
"15377",12,"5","5"
"15378",12,"5","5"
"15379",12,"5","5"
"15380",12,"5","5"
"15381",12,"5","5"
"15382",12,"5","5"
"15383",12,"5","5"
"15384",12,"5","5"
"15385",12,"5","5"
"15386",12,"5","5"
"15387",12,"5","5"
"15388",12,"5","5"
"15389",12,"5","5"
"15390",12,"5","5"
"15391",12,"5","5"
"15392",12,"5","5"
"15393",12,"5","5"
"15394",12,"5","5"
"15395",12,"5","5"
"15396",12,"5","5"
"15397",12,"5","5"
"15398",12,"5","5"
"15399",12,"5","5"
"15400",12,"5","5"
"15401",13,"5","5"
"15402",13,"5","5"
"15403",13,"5","5"
"15404",13,"5","5"
"15405",13,"5","5"
"15406",13,"5","5"
"15407",13,"5","5"
"15408",13,"5","5"
"15409",13,"5","5"
"15410",13,"5","5"
"15411",13,"5","5"
"15412",13,"5","5"
"15413",13,"5","5"
"15414",13,"5","5"
"15415",13,"5","5"
"15416",13,"5","5"
"15417",13,"5","5"
"15418",13,"5","5"
"15419",13,"5","5"
"15420",13,"5","5"
"15421",13,"5","5"
"15422",13,"5","5"
"15423",13,"5","5"
"15424",13,"5","5"
"15425",13,"5","5"
"15426",13,"5","5"
"15427",13,"5","5"
"15428",13,"5","5"
"15429",13,"5","5"
"15430",13,"5","5"
"15431",13,"5","5"
"15432",13,"5","5"
"15433",13,"5","5"
"15434",13,"5","5"
"15435",13,"5","5"
"15436",13,"5","5"
"15437",13,"5","5"
"15438",13,"5","5"
"15439",13,"5","5"
"15440",13,"5","5"
"15441",13,"5","5"
"15442",13,"5","5"
"15443",13,"5","5"
"15444",13,"5","5"
"15445",13,"5","5"
"15446",13,"5","5"
"15447",13,"5","5"
"15448",13,"5","5"
"15449",13,"5","5"
"15450",13,"5","5"
"15451",13,"5","5"
"15452",13,"5","5"
"15453",13,"5","5"
"15454",13,"5","5"
"15455",13,"5","5"
"15456",13,"5","5"
"15457",13,"5","5"
"15458",13,"5","5"
"15459",13,"5","5"
"15460",13,"5","5"
"15461",13,"5","5"
"15462",13,"5","5"
"15463",13,"5","5"
"15464",13,"5","5"
"15465",13,"5","5"
"15466",13,"5","5"
"15467",13,"5","5"
"15468",13,"5","5"
"15469",13,"5","5"
"15470",13,"5","5"
"15471",13,"5","5"
"15472",13,"5","5"
"15473",13,"5","5"
"15474",13,"5","5"
"15475",13,"5","5"
"15476",13,"5","5"
"15477",13,"5","5"
"15478",13,"5","5"
"15479",13,"5","5"
"15480",13,"5","5"
"15481",13,"5","5"
"15482",13,"5","5"
"15483",13,"5","5"
"15484",13,"5","5"
"15485",13,"5","5"
"15486",13,"5","5"
"15487",13,"5","5"
"15488",13,"5","5"
"15489",13,"5","5"
"15490",13,"5","5"
"15491",13,"5","5"
"15492",13,"5","5"
"15493",13,"5","5"
"15494",13,"5","5"
"15495",13,"5","5"
"15496",13,"5","5"
"15497",13,"5","5"
"15498",13,"5","5"
"15499",13,"5","5"
"15500",13,"5","5"
"15501",13,"5","5"
"15502",13,"5","5"
"15503",13,"5","5"
"15504",13,"5","5"
"15505",13,"5","5"
"15506",13,"5","5"
"15507",13,"5","5"
"15508",13,"5","5"
"15509",13,"5","5"
"15510",13,"5","5"
"15511",13,"5","5"
"15512",13,"5","5"
"15513",13,"5","5"
"15514",13,"5","5"
"15515",13,"5","5"
"15516",13,"5","5"
"15517",13,"5","5"
"15518",13,"5","5"
"15519",13,"5","5"
"15520",13,"5","5"
"15521",13,"5","5"
"15522",13,"5","5"
"15523",13,"5","5"
"15524",13,"5","5"
"15525",13,"5","5"
"15526",13,"5","5"
"15527",13,"5","5"
"15528",13,"5","5"
"15529",13,"5","5"
"15530",13,"5","5"
"15531",13,"5","5"
"15532",13,"5","5"
"15533",13,"5","5"
"15534",13,"5","5"
"15535",13,"5","5"
"15536",13,"5","5"
"15537",13,"5","5"
"15538",13,"5","5"
"15539",13,"5","5"
"15540",13,"5","5"
"15541",13,"5","5"
"15542",13,"5","5"
"15543",13,"5","5"
"15544",13,"5","5"
"15545",13,"5","5"
"15546",13,"5","5"
"15547",13,"5","5"
"15548",13,"5","5"
"15549",13,"5","5"
"15550",13,"5","5"
"15551",13,"5","5"
"15552",13,"5","5"
"15553",13,"5","5"
"15554",13,"5","5"
"15555",13,"5","5"
"15556",13,"5","5"
"15557",13,"5","5"
"15558",13,"5","5"
"15559",13,"5","5"
"15560",13,"5","5"
"15561",13,"5","5"
"15562",13,"5","5"
"15563",13,"5","5"
"15564",13,"5","5"
"15565",13,"5","5"
"15566",13,"5","5"
"15567",13,"5","5"
"15568",13,"5","5"
"15569",13,"5","5"
"15570",13,"5","5"
"15571",13,"5","5"
"15572",13,"5","5"
"15573",13,"5","5"
"15574",13,"5","5"
"15575",13,"5","5"
"15576",13,"5","5"
"15577",13,"5","5"
"15578",13,"5","5"
"15579",13,"5","5"
"15580",13,"5","5"
"15581",13,"5","5"
"15582",13,"5","5"
"15583",13,"5","5"
"15584",13,"5","5"
"15585",13,"5","5"
"15586",13,"5","5"
"15587",13,"5","5"
"15588",13,"5","5"
"15589",13,"5","5"
"15590",13,"5","5"
"15591",13,"5","5"
"15592",13,"5","5"
"15593",13,"5","5"
"15594",13,"5","5"
"15595",13,"5","5"
"15596",13,"5","5"
"15597",13,"5","5"
"15598",13,"5","5"
"15599",13,"5","5"
"15600",13,"5","5"
"15601",-25,"6","5"
"15602",-25,"6","6"
"15603",-25,"6","3"
"15604",-25,"6","1"
"15605",-25,"6","4"
"15606",-25,"6","4"
"15607",-25,"6","5"
"15608",-25,"6","6"
"15609",-25,"6","4"
"15610",-25,"6","4"
"15611",-25,"6","1"
"15612",-25,"6","3"
"15613",-25,"6","6"
"15614",-25,"6","4"
"15615",-25,"6","5"
"15616",-25,"6","3"
"15617",-25,"6","3"
"15618",-25,"6","5"
"15619",-25,"6","1"
"15620",-25,"6","1"
"15621",-25,"6","3"
"15622",-25,"6","4"
"15623",-25,"6","2"
"15624",-25,"6","1"
"15625",-25,"6","3"
"15626",-25,"6","4"
"15627",-25,"6","6"
"15628",-25,"6","4"
"15629",-25,"6","3"
"15630",-25,"6","4"
"15631",-25,"6","4"
"15632",-25,"6","2"
"15633",-25,"6","5"
"15634",-25,"6","5"
"15635",-25,"6","6"
"15636",-25,"6","1"
"15637",-25,"6","5"
"15638",-25,"6","3"
"15639",-25,"6","2"
"15640",-25,"6","6"
"15641",-25,"6","1"
"15642",-25,"6","4"
"15643",-25,"6","2"
"15644",-25,"6","5"
"15645",-25,"6","6"
"15646",-25,"6","2"
"15647",-25,"6","1"
"15648",-25,"6","3"
"15649",-25,"6","1"
"15650",-25,"6","2"
"15651",-25,"6","6"
"15652",-25,"6","5"
"15653",-25,"6","4"
"15654",-25,"6","1"
"15655",-25,"6","3"
"15656",-25,"6","3"
"15657",-25,"6","4"
"15658",-25,"6","1"
"15659",-25,"6","3"
"15660",-25,"6","5"
"15661",-25,"6","6"
"15662",-25,"6","6"
"15663",-25,"6","3"
"15664",-25,"6","5"
"15665",-25,"6","3"
"15666",-25,"6","6"
"15667",-25,"6","6"
"15668",-25,"6","5"
"15669",-25,"6","4"
"15670",-25,"6","3"
"15671",-25,"6","6"
"15672",-25,"6","6"
"15673",-25,"6","5"
"15674",-25,"6","1"
"15675",-25,"6","5"
"15676",-25,"6","1"
"15677",-25,"6","2"
"15678",-25,"6","5"
"15679",-25,"6","6"
"15680",-25,"6","4"
"15681",-25,"6","6"
"15682",-25,"6","1"
"15683",-25,"6","4"
"15684",-25,"6","4"
"15685",-25,"6","6"
"15686",-25,"6","2"
"15687",-25,"6","4"
"15688",-25,"6","2"
"15689",-25,"6","2"
"15690",-25,"6","3"
"15691",-25,"6","3"
"15692",-25,"6","2"
"15693",-25,"6","4"
"15694",-25,"6","4"
"15695",-25,"6","2"
"15696",-25,"6","2"
"15697",-25,"6","6"
"15698",-25,"6","5"
"15699",-25,"6","3"
"15700",-25,"6","4"
"15701",-25,"6","5"
"15702",-25,"6","4"
"15703",-25,"6","5"
"15704",-25,"6","2"
"15705",-25,"6","3"
"15706",-25,"6","4"
"15707",-25,"6","6"
"15708",-25,"6","3"
"15709",-25,"6","5"
"15710",-25,"6","3"
"15711",-25,"6","4"
"15712",-25,"6","5"
"15713",-25,"6","1"
"15714",-25,"6","1"
"15715",-25,"6","6"
"15716",-25,"6","1"
"15717",-25,"6","5"
"15718",-25,"6","2"
"15719",-25,"6","2"
"15720",-25,"6","5"
"15721",-25,"6","5"
"15722",-25,"6","3"
"15723",-25,"6","6"
"15724",-25,"6","4"
"15725",-25,"6","3"
"15726",-25,"6","3"
"15727",-25,"6","3"
"15728",-25,"6","6"
"15729",-25,"6","4"
"15730",-25,"6","4"
"15731",-25,"6","1"
"15732",-25,"6","5"
"15733",-25,"6","4"
"15734",-25,"6","6"
"15735",-25,"6","5"
"15736",-25,"6","4"
"15737",-25,"6","6"
"15738",-25,"6","6"
"15739",-25,"6","5"
"15740",-25,"6","6"
"15741",-25,"6","2"
"15742",-25,"6","3"
"15743",-25,"6","1"
"15744",-25,"6","4"
"15745",-25,"6","2"
"15746",-25,"6","1"
"15747",-25,"6","6"
"15748",-25,"6","5"
"15749",-25,"6","4"
"15750",-25,"6","4"
"15751",-25,"6","3"
"15752",-25,"6","6"
"15753",-25,"6","5"
"15754",-25,"6","2"
"15755",-25,"6","6"
"15756",-25,"6","2"
"15757",-25,"6","5"
"15758",-25,"6","6"
"15759",-25,"6","3"
"15760",-25,"6","5"
"15761",-25,"6","2"
"15762",-25,"6","5"
"15763",-25,"6","5"
"15764",-25,"6","3"
"15765",-25,"6","2"
"15766",-25,"6","4"
"15767",-25,"6","1"
"15768",-25,"6","4"
"15769",-25,"6","6"
"15770",-25,"6","6"
"15771",-25,"6","3"
"15772",-25,"6","1"
"15773",-25,"6","4"
"15774",-25,"6","2"
"15775",-25,"6","3"
"15776",-25,"6","6"
"15777",-25,"6","1"
"15778",-25,"6","6"
"15779",-25,"6","1"
"15780",-25,"6","6"
"15781",-25,"6","1"
"15782",-25,"6","3"
"15783",-25,"6","5"
"15784",-25,"6","1"
"15785",-25,"6","3"
"15786",-25,"6","3"
"15787",-25,"6","4"
"15788",-25,"6","6"
"15789",-25,"6","1"
"15790",-25,"6","5"
"15791",-25,"6","4"
"15792",-25,"6","4"
"15793",-25,"6","1"
"15794",-25,"6","3"
"15795",-25,"6","2"
"15796",-25,"6","3"
"15797",-25,"6","1"
"15798",-25,"6","3"
"15799",-25,"6","1"
"15800",-25,"6","4"
"15801",-24,"6","4"
"15802",-24,"6","6"
"15803",-24,"6","4"
"15804",-24,"6","4"
"15805",-24,"6","6"
"15806",-24,"6","4"
"15807",-24,"6","5"
"15808",-24,"6","2"
"15809",-24,"6","6"
"15810",-24,"6","5"
"15811",-24,"6","6"
"15812",-24,"6","1"
"15813",-24,"6","1"
"15814",-24,"6","1"
"15815",-24,"6","4"
"15816",-24,"6","3"
"15817",-24,"6","1"
"15818",-24,"6","3"
"15819",-24,"6","6"
"15820",-24,"6","2"
"15821",-24,"6","3"
"15822",-24,"6","1"
"15823",-24,"6","4"
"15824",-24,"6","1"
"15825",-24,"6","6"
"15826",-24,"6","4"
"15827",-24,"6","2"
"15828",-24,"6","6"
"15829",-24,"6","6"
"15830",-24,"6","6"
"15831",-24,"6","4"
"15832",-24,"6","1"
"15833",-24,"6","1"
"15834",-24,"6","4"
"15835",-24,"6","2"
"15836",-24,"6","3"
"15837",-24,"6","4"
"15838",-24,"6","1"
"15839",-24,"6","5"
"15840",-24,"6","1"
"15841",-24,"6","4"
"15842",-24,"6","4"
"15843",-24,"6","5"
"15844",-24,"6","5"
"15845",-24,"6","4"
"15846",-24,"6","6"
"15847",-24,"6","1"
"15848",-24,"6","6"
"15849",-24,"6","3"
"15850",-24,"6","5"
"15851",-24,"6","4"
"15852",-24,"6","6"
"15853",-24,"6","4"
"15854",-24,"6","5"
"15855",-24,"6","6"
"15856",-24,"6","4"
"15857",-24,"6","6"
"15858",-24,"6","2"
"15859",-24,"6","3"
"15860",-24,"6","4"
"15861",-24,"6","4"
"15862",-24,"6","2"
"15863",-24,"6","2"
"15864",-24,"6","4"
"15865",-24,"6","1"
"15866",-24,"6","6"
"15867",-24,"6","3"
"15868",-24,"6","1"
"15869",-24,"6","2"
"15870",-24,"6","3"
"15871",-24,"6","1"
"15872",-24,"6","3"
"15873",-24,"6","4"
"15874",-24,"6","1"
"15875",-24,"6","6"
"15876",-24,"6","3"
"15877",-24,"6","6"
"15878",-24,"6","1"
"15879",-24,"6","2"
"15880",-24,"6","2"
"15881",-24,"6","5"
"15882",-24,"6","6"
"15883",-24,"6","1"
"15884",-24,"6","6"
"15885",-24,"6","5"
"15886",-24,"6","5"
"15887",-24,"6","6"
"15888",-24,"6","6"
"15889",-24,"6","3"
"15890",-24,"6","3"
"15891",-24,"6","2"
"15892",-24,"6","6"
"15893",-24,"6","6"
"15894",-24,"6","5"
"15895",-24,"6","3"
"15896",-24,"6","6"
"15897",-24,"6","3"
"15898",-24,"6","6"
"15899",-24,"6","3"
"15900",-24,"6","4"
"15901",-24,"6","1"
"15902",-24,"6","1"
"15903",-24,"6","1"
"15904",-24,"6","5"
"15905",-24,"6","5"
"15906",-24,"6","5"
"15907",-24,"6","4"
"15908",-24,"6","5"
"15909",-24,"6","5"
"15910",-24,"6","2"
"15911",-24,"6","4"
"15912",-24,"6","4"
"15913",-24,"6","1"
"15914",-24,"6","4"
"15915",-24,"6","5"
"15916",-24,"6","5"
"15917",-24,"6","4"
"15918",-24,"6","6"
"15919",-24,"6","5"
"15920",-24,"6","4"
"15921",-24,"6","5"
"15922",-24,"6","4"
"15923",-24,"6","3"
"15924",-24,"6","3"
"15925",-24,"6","1"
"15926",-24,"6","2"
"15927",-24,"6","6"
"15928",-24,"6","5"
"15929",-24,"6","5"
"15930",-24,"6","1"
"15931",-24,"6","5"
"15932",-24,"6","6"
"15933",-24,"6","6"
"15934",-24,"6","4"
"15935",-24,"6","4"
"15936",-24,"6","1"
"15937",-24,"6","3"
"15938",-24,"6","6"
"15939",-24,"6","6"
"15940",-24,"6","1"
"15941",-24,"6","6"
"15942",-24,"6","2"
"15943",-24,"6","2"
"15944",-24,"6","1"
"15945",-24,"6","5"
"15946",-24,"6","2"
"15947",-24,"6","3"
"15948",-24,"6","1"
"15949",-24,"6","1"
"15950",-24,"6","4"
"15951",-24,"6","1"
"15952",-24,"6","5"
"15953",-24,"6","1"
"15954",-24,"6","6"
"15955",-24,"6","6"
"15956",-24,"6","1"
"15957",-24,"6","4"
"15958",-24,"6","6"
"15959",-24,"6","6"
"15960",-24,"6","1"
"15961",-24,"6","1"
"15962",-24,"6","4"
"15963",-24,"6","5"
"15964",-24,"6","4"
"15965",-24,"6","5"
"15966",-24,"6","6"
"15967",-24,"6","5"
"15968",-24,"6","5"
"15969",-24,"6","2"
"15970",-24,"6","3"
"15971",-24,"6","4"
"15972",-24,"6","4"
"15973",-24,"6","1"
"15974",-24,"6","5"
"15975",-24,"6","5"
"15976",-24,"6","4"
"15977",-24,"6","3"
"15978",-24,"6","4"
"15979",-24,"6","6"
"15980",-24,"6","5"
"15981",-24,"6","4"
"15982",-24,"6","5"
"15983",-24,"6","4"
"15984",-24,"6","6"
"15985",-24,"6","3"
"15986",-24,"6","4"
"15987",-24,"6","3"
"15988",-24,"6","6"
"15989",-24,"6","3"
